v,w,weight
"Albarghouthi, Aws","Vinitsky, Samuel",1
"Babaei, Mahmoudreza","Benevenuto, Fabricio",1
"Babaei, Mahmoudreza","Cha, Meeyoung",1
"Babaei, Mahmoudreza","Chakraborty, Abhijnan",1
"Babaei, Mahmoudreza","Goga, Oana",1
"Babaei, Mahmoudreza","Gummadi, Krishna P.",2
"Babaei, Mahmoudreza","Henrique, Lucas",1
"Babaei, Mahmoudreza","Kulshrestha, Juhi",1
"Babaei, Mahmoudreza","Messias, Johnnatan",1
"Babaei, Mahmoudreza","Redmiles, Elissa M.",2
"Babaei, Mahmoudreza","Ribeiro, Filipe N.",1
"Babaei, Mahmoudreza","Saha, Koustuv",1
"Babaioff, Moshe","Nisan, Noam",1
"Babaioff, Moshe","Talgam-Cohen, Inbal",1
"Barnes, Parker","Gebru, Timnit",1
"Barnes, Parker","Hutchinson, Ben",1
"Barnes, Parker","Mitchell, Margaret",1
"Barnes, Parker","Raji, Inioluwa Deborah",1
"Barnes, Parker","Spitzer, Elena",1
"Barnes, Parker","Vasserman, Lucy",1
"Barnes, Parker","Wu, Simone",1
"Barnes, Parker","Zaldivar, Andrew",1
"Barocas, Solon","Passi, Samir",1
"Benevenuto, Fabricio","Goga, Oana",1
"Benevenuto, Fabricio","Gummadi, Krishna P.",1
"Benevenuto, Fabricio","Henrique, Lucas",1
"Benevenuto, Fabricio","Messias, Johnnatan",1
"Benevenuto, Fabricio","Redmiles, Elissa M.",1
"Benevenuto, Fabricio","Ribeiro, Filipe N.",1
"Benevenuto, Fabricio","Saha, Koustuv",1
"Benthall, Sebastian","Haynes, Bruce D.",1
"Birnbaum, Michael L.","Caine, Eric D.",1
"Birnbaum, Michael L.","Chancellor, Stevie",1
"Birnbaum, Michael L.","De Choudhury, Munmun",1
"Birnbaum, Michael L.","Silenzio, Vincent M. B.",1
"Borgs, Christian","Chayes, Jennifer",1
"Borgs, Christian","Chouldechova, Alexandra",1
"Borgs, Christian","De-Arteaga, Maria",1
"Borgs, Christian","Geyik, Sahin",1
"Borgs, Christian","Kalai, Adam Tauman",1
"Borgs, Christian","Kenthapadi, Krishnaram",1
"Borgs, Christian","Romanov, Alexey",1
"Borgs, Christian","Wallach, Hanna",1
"Bountouridis, Dimitrios","Harambam, Jaron",1
"Bountouridis, Dimitrios","Hauff, Claudia",1
"Bountouridis, Dimitrios","Makhortykh, Mykola",1
"Bountouridis, Dimitrios","Marrero, M\'{o}nica",1
"Bountouridis, Dimitrios","Tintarev, Nava",1
"Boyd, Danah","Friedler, Sorelle A.",1
"Boyd, Danah","Selbst, Andrew D.",1
"Boyd, Danah","Venkatasubramanian, Suresh",1
"Boyd, Danah","Vertesi, Janet",1
"Caine, Eric D.","Chancellor, Stevie",1
"Caine, Eric D.","De Choudhury, Munmun",1
"Caine, Eric D.","Silenzio, Vincent M. B.",1
"Canetti, Ran","Cohen, Aloni",1
"Canetti, Ran","Dikkala, Nishanth",1
"Canetti, Ran","Ramnarayan, Govind",1
"Canetti, Ran","Scheffler, Sarah",1
"Canetti, Ran","Smith, Adam",1
"Card, Dallas","Smith, Noah A.",1
"Card, Dallas","Zhang, Michael",1
"Celis, L. Elisa","Huang, Lingxiao",1
"Celis, L. Elisa","Kapoor, Sayash",1
"Celis, L. Elisa","Keswani, Vijay",1
"Celis, L. Elisa","Salehi, Farnood",1
"Celis, L. Elisa","Vishnoi, Nisheeth",1
"Celis, L. Elisa","Vishnoi, Nisheeth K.",1
"Cha, Meeyoung","Chakraborty, Abhijnan",1
"Cha, Meeyoung","Gummadi, Krishna P.",1
"Cha, Meeyoung","Kulshrestha, Juhi",1
"Cha, Meeyoung","Redmiles, Elissa M.",1
"Chakraborty, Abhijnan","Ganguly, Niloy",1
"Chakraborty, Abhijnan","Gummadi, Krishna P.",2
"Chakraborty, Abhijnan","Kulshrestha, Juhi",1
"Chakraborty, Abhijnan","Loiseau, Patrick",1
"Chakraborty, Abhijnan","Patro, Gourab K.",1
"Chakraborty, Abhijnan","Redmiles, Elissa M.",1
"Chancellor, Stevie","De Choudhury, Munmun",1
"Chancellor, Stevie","Silenzio, Vincent M. B.",1
"Chayes, Jennifer","Chouldechova, Alexandra",1
"Chayes, Jennifer","De-Arteaga, Maria",1
"Chayes, Jennifer","Geyik, Sahin",1
"Chayes, Jennifer","Kalai, Adam Tauman",1
"Chayes, Jennifer","Kenthapadi, Krishnaram",1
"Chayes, Jennifer","Romanov, Alexey",1
"Chayes, Jennifer","Wallach, Hanna",1
"Chen, Jiahao","Kallus, Nathan",1
"Chen, Jiahao","Mao, Xiaojie",1
"Chen, Jiahao","Svacha, Geoffry",1
"Chen, Jiahao","Udell, Madeleine",1
"Chen, Mo","Engelmann, Severin",1
"Chen, Mo","Fischer, Felix",1
"Chen, Mo","Grossklags, Jens",1
"Chen, Mo","Kao, Ching-yu",1
"Chen, Yiling","Green, Ben",1
"Choudhary, Sonam","Friedler, Sorelle A.",1
"Choudhary, Sonam","Hamilton, Evan P.",1
"Choudhary, Sonam","Roth, Derek",1
"Choudhary, Sonam","Scheidegger, Carlos",1
"Choudhary, Sonam","Venkatasubramanian, Suresh",1
"Chouldechova, Alexandra","De-Arteaga, Maria",1
"Chouldechova, Alexandra","Geyik, Sahin",1
"Chouldechova, Alexandra","Kalai, Adam Tauman",1
"Chouldechova, Alexandra","Kenthapadi, Krishnaram",1
"Chouldechova, Alexandra","Romanov, Alexey",1
"Chouldechova, Alexandra","Wallach, Hanna",1
"Cohen, Aloni","Dikkala, Nishanth",1
"Cohen, Aloni","Ramnarayan, Govind",1
"Cohen, Aloni","Scheffler, Sarah",1
"Cohen, Aloni","Smith, Adam",1
"Creager, Elliot","Madras, David",1
"Creager, Elliot","Pitassi, Toniann",1
"Creager, Elliot","Zemel, Richard",1
"De Choudhury, Munmun","Silenzio, Vincent M. B.",1
"De-Arteaga, Maria","Geyik, Sahin",1
"De-Arteaga, Maria","Kalai, Adam Tauman",1
"De-Arteaga, Maria","Kenthapadi, Krishnaram",1
"De-Arteaga, Maria","Romanov, Alexey",1
"De-Arteaga, Maria","Wallach, Hanna",1
"Dikkala, Nishanth","Ramnarayan, Govind",1
"Dikkala, Nishanth","Scheffler, Sarah",1
"Dikkala, Nishanth","Smith, Adam",1
"Dragan, Anca D.","Hardt, Moritz",2
"Dragan, Anca D.","Miller, John",1
"Dragan, Anca D.","Milli, Smitha",2
"Dragan, Anca D.","Schmidt, Ludwig",1
"Elzayn, Hadi","Jabbari, Shahin",1
"Elzayn, Hadi","Jung, Christopher",1
"Elzayn, Hadi","Kearns, Michael",1
"Elzayn, Hadi","Neel, Seth",1
"Elzayn, Hadi","Roth, Aaron",1
"Elzayn, Hadi","Schutzman, Zachary",1
"Engelmann, Severin","Fischer, Felix",1
"Engelmann, Severin","Grossklags, Jens",1
"Engelmann, Severin","Kao, Ching-yu",1
"Fischer, Felix","Grossklags, Jens",1
"Fischer, Felix","Kao, Ching-yu",1
"Friedler, Sorelle A.","Hamilton, Evan P.",1
"Friedler, Sorelle A.","Roth, Derek",1
"Friedler, Sorelle A.","Scheidegger, Carlos",1
"Friedler, Sorelle A.","Selbst, Andrew D.",1
"Friedler, Sorelle A.","Venkatasubramanian, Suresh",2
"Friedler, Sorelle A.","Vertesi, Janet",1
"Ganguly, Niloy","Gummadi, Krishna P.",1
"Ganguly, Niloy","Loiseau, Patrick",1
"Ganguly, Niloy","Patro, Gourab K.",1
"Gebru, Timnit","Hutchinson, Ben",1
"Gebru, Timnit","Mitchell, Margaret",1
"Gebru, Timnit","Raji, Inioluwa Deborah",1
"Gebru, Timnit","Spitzer, Elena",1
"Gebru, Timnit","Vasserman, Lucy",1
"Gebru, Timnit","Wu, Simone",1
"Gebru, Timnit","Zaldivar, Andrew",1
"Geyik, Sahin","Kalai, Adam Tauman",1
"Geyik, Sahin","Kenthapadi, Krishnaram",1
"Geyik, Sahin","Romanov, Alexey",1
"Geyik, Sahin","Wallach, Hanna",1
"Glymour, Bruce","Herington, Jonathan",1
"Goga, Oana","Gummadi, Krishna P.",1
"Goga, Oana","Henrique, Lucas",1
"Goga, Oana","Messias, Johnnatan",1
"Goga, Oana","Redmiles, Elissa M.",1
"Goga, Oana","Ribeiro, Filipe N.",1
"Goga, Oana","Saha, Koustuv",1
"Grossklags, Jens","Kao, Ching-yu",1
"Gummadi, Krishna P.","Heidari, Hoda",1
"Gummadi, Krishna P.","Henrique, Lucas",1
"Gummadi, Krishna P.","Krause, Andreas",1
"Gummadi, Krishna P.","Kulshrestha, Juhi",1
"Gummadi, Krishna P.","Loi, Michele",1
"Gummadi, Krishna P.","Loiseau, Patrick",1
"Gummadi, Krishna P.","Messias, Johnnatan",1
"Gummadi, Krishna P.","Patro, Gourab K.",1
"Gummadi, Krishna P.","Redmiles, Elissa M.",2
"Gummadi, Krishna P.","Ribeiro, Filipe N.",1
"Gummadi, Krishna P.","Saha, Koustuv",1
"Hamilton, Evan P.","Roth, Derek",1
"Hamilton, Evan P.","Scheidegger, Carlos",1
"Hamilton, Evan P.","Venkatasubramanian, Suresh",1
"Harambam, Jaron","Hauff, Claudia",1
"Harambam, Jaron","Makhortykh, Mykola",1
"Harambam, Jaron","Marrero, M\'{o}nica",1
"Harambam, Jaron","Tintarev, Nava",1
"Hardt, Moritz","Miller, John",1
"Hardt, Moritz","Milli, Smitha",2
"Hardt, Moritz","Schmidt, Ludwig",1
"Hauff, Claudia","Makhortykh, Mykola",1
"Hauff, Claudia","Marrero, M\'{o}nica",1
"Hauff, Claudia","Tintarev, Nava",1
"Heidari, Hoda","Krause, Andreas",1
"Heidari, Hoda","Loi, Michele",1
"Henrique, Lucas","Messias, Johnnatan",1
"Henrique, Lucas","Redmiles, Elissa M.",1
"Henrique, Lucas","Ribeiro, Filipe N.",1
"Henrique, Lucas","Saha, Koustuv",1
"Howe, Bill","Keller, Emily",1
"Howe, Bill","Rodriguez, Luke",1
"Howe, Bill","Sa, Boyang",1
"Howe, Bill","Sun, Feiyang",1
"Howe, Bill","Whittington, Jan",1
"Howe, Bill","Young, Meg",1
"Hu, Lily","Immorlica, Nicole",1
"Hu, Lily","Vaughan, Jennifer Wortman",1
"Huang, Lingxiao","Keswani, Vijay",1
"Huang, Lingxiao","Vishnoi, Nisheeth K.",1
"Hutchinson, Ben","Mitchell, Margaret",2
"Hutchinson, Ben","Raji, Inioluwa Deborah",1
"Hutchinson, Ben","Spitzer, Elena",1
"Hutchinson, Ben","Vasserman, Lucy",1
"Hutchinson, Ben","Wu, Simone",1
"Hutchinson, Ben","Zaldivar, Andrew",1
"Immorlica, Nicole","Ligett, Katrina",1
"Immorlica, Nicole","Vaughan, Jennifer Wortman",1
"Immorlica, Nicole","Ziani, Juba",1
"Jabbari, Shahin","Jung, Christopher",1
"Jabbari, Shahin","Kearns, Michael",1
"Jabbari, Shahin","Neel, Seth",1
"Jabbari, Shahin","Roth, Aaron",1
"Jabbari, Shahin","Schutzman, Zachary",1
"Jiang, Shan","Martin, John",1
"Jiang, Shan","Wilson, Christo",1
"Jung, Christopher","Kearns, Michael",1
"Jung, Christopher","Neel, Seth",1
"Jung, Christopher","Roth, Aaron",1
"Jung, Christopher","Schutzman, Zachary",1
"Kalai, Adam Tauman","Kenthapadi, Krishnaram",1
"Kalai, Adam Tauman","Romanov, Alexey",1
"Kalai, Adam Tauman","Wallach, Hanna",1
"Kallus, Nathan","Mao, Xiaojie",1
"Kallus, Nathan","Svacha, Geoffry",1
"Kallus, Nathan","Udell, Madeleine",1
"Kannan, Sampath","Roth, Aaron",1
"Kannan, Sampath","Ziani, Juba",1
"Kapoor, Sayash","Salehi, Farnood",1
"Kapoor, Sayash","Vishnoi, Nisheeth",1
"Kearns, Michael","Neel, Seth",2
"Kearns, Michael","Roth, Aaron",2
"Kearns, Michael","Schutzman, Zachary",1
"Kearns, Michael","Wu, Zhiwei Steven",1
"Keller, Emily","Rodriguez, Luke",1
"Keller, Emily","Sa, Boyang",1
"Keller, Emily","Sun, Feiyang",1
"Keller, Emily","Whittington, Jan",1
"Keller, Emily","Young, Meg",1
"Kenthapadi, Krishnaram","Romanov, Alexey",1
"Kenthapadi, Krishnaram","Wallach, Hanna",1
"Keswani, Vijay","Vishnoi, Nisheeth K.",1
"Krause, Andreas","Loi, Michele",1
"Kulshrestha, Juhi","Redmiles, Elissa M.",1
"Lai, Vivian","Tan, Chenhao",1
"Leong, Brenda","Selinger, Evan",1
"Ligett, Katrina","Ziani, Juba",1
"Liu, Yang","Spangher, Alexander",1
"Liu, Yang","Ustun, Berk",1
"Loiseau, Patrick","Patro, Gourab K.",1
"Madras, David","Pitassi, Toniann",1
"Madras, David","Zemel, Richard",1
"Makhortykh, Mykola","Marrero, M\'{o}nica",1
"Makhortykh, Mykola","Tintarev, Nava",1
"Mao, Xiaojie","Svacha, Geoffry",1
"Mao, Xiaojie","Udell, Madeleine",1
"Marrero, M\'{o}nica","Tintarev, Nava",1
"Martin, John","Wilson, Christo",1
"Messias, Johnnatan","Redmiles, Elissa M.",1
"Messias, Johnnatan","Ribeiro, Filipe N.",1
"Messias, Johnnatan","Saha, Koustuv",1
"Miller, John","Milli, Smitha",1
"Milli, Smitha","Schmidt, Ludwig",1
"Mitchell, Margaret","Raji, Inioluwa Deborah",1
"Mitchell, Margaret","Spitzer, Elena",1
"Mitchell, Margaret","Vasserman, Lucy",1
"Mitchell, Margaret","Wu, Simone",1
"Mitchell, Margaret","Zaldivar, Andrew",1
"Mittelstadt, Brent","Russell, Chris",1
"Mittelstadt, Brent","Wachter, Sandra",1
"Mouzannar, Hussein","Ohannessian, Mesrob I.",1
"Mouzannar, Hussein","Srebro, Nathan",1
"Mullainathan, Sendhil","Obermeyer, Ziad",1
"Neel, Seth","Roth, Aaron",2
"Neel, Seth","Schutzman, Zachary",1
"Neel, Seth","Wu, Zhiwei Steven",1
"Nisan, Noam","Talgam-Cohen, Inbal",1
"Ohannessian, Mesrob I.","Srebro, Nathan",1
"Pitassi, Toniann","Zemel, Richard",1
"Raji, Inioluwa Deborah","Spitzer, Elena",1
"Raji, Inioluwa Deborah","Vasserman, Lucy",1
"Raji, Inioluwa Deborah","Wu, Simone",1
"Raji, Inioluwa Deborah","Zaldivar, Andrew",1
"Ramnarayan, Govind","Scheffler, Sarah",1
"Ramnarayan, Govind","Smith, Adam",1
"Redmiles, Elissa M.","Ribeiro, Filipe N.",1
"Redmiles, Elissa M.","Saha, Koustuv",1
"Ribeiro, Filipe N.","Saha, Koustuv",1
"Rodriguez, Luke","Sa, Boyang",1
"Rodriguez, Luke","Sun, Feiyang",1
"Rodriguez, Luke","Whittington, Jan",1
"Rodriguez, Luke","Young, Meg",1
"Romanov, Alexey","Wallach, Hanna",1
"Roth, Aaron","Schutzman, Zachary",1
"Roth, Aaron","Wu, Zhiwei Steven",1
"Roth, Aaron","Ziani, Juba",1
"Roth, Derek","Scheidegger, Carlos",1
"Roth, Derek","Venkatasubramanian, Suresh",1
"Russell, Chris","Wachter, Sandra",1
"Sa, Boyang","Sun, Feiyang",1
"Sa, Boyang","Whittington, Jan",1
"Sa, Boyang","Young, Meg",1
"Salehi, Farnood","Vishnoi, Nisheeth",1
"Scheffler, Sarah","Smith, Adam",1
"Scheidegger, Carlos","Venkatasubramanian, Suresh",1
"Selbst, Andrew D.","Venkatasubramanian, Suresh",1
"Selbst, Andrew D.","Vertesi, Janet",1
"Smith, Noah A.","Zhang, Michael",1
"Spangher, Alexander","Ustun, Berk",1
"Spitzer, Elena","Vasserman, Lucy",1
"Spitzer, Elena","Wu, Simone",1
"Spitzer, Elena","Zaldivar, Andrew",1
"Sun, Feiyang","Whittington, Jan",1
"Sun, Feiyang","Young, Meg",1
"Svacha, Geoffry","Udell, Madeleine",1
"Vasserman, Lucy","Wu, Simone",1
"Vasserman, Lucy","Zaldivar, Andrew",1
"Venkatasubramanian, Suresh","Vertesi, Janet",1
"Whittington, Jan","Young, Meg",1
"Wu, Simone","Zaldivar, Andrew",1
